,BYDLISTEK,BYDLISTEN,ESTRANA,JMENO,NSTRANA,PLATNOST_x,PORCISLO,POVOLANI,PRIJMENI,PSTRANA,STATOBCAN,TITULPRED,TITULZA,VEK,NAZEVCELK,NAZEVPLNY,NAZEV_STRE,PLATNOST_y,POCMANDCR,POCSTRVKO,SLOZENI,STAVREG,VSTRANA,ZKRATKAE30,ZKRATKAE8
608,555711,Verušičky,27,Miroslav,98,0,26,správce počítačových sítí,Roubínek,99,CZ,,,39,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
609,562912,Velký Šenov,27,Radek,98,0,27,živnostník,Holán,99,CZ,,,44,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
610,596230,Nové Město na Moravě,27,Bronislava,98,0,28,asistentka Českého ombudsmana,Zigová,99,CZ,,,54,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET","Volte Pravý Blok - stranu za snadnou a rychlou ODVOLATELNOST politiků a státních úředníků PŘÍMO OBČANY, za NÍZKÉ daně, VYROVNANÝ rozpočet, MINIMALIZACI byrokracie, SPRAVEDLIVOU a NEZKORUMPOVANOU policii a justici, REFERENDA a PŘÍMOU demokracii WWW.CIBULKA.NET, kandidující s nejlepším protikriminálním programem PŘÍMÉ demokracie a hlubokého národního, duchovního a mravního obrození VY NEVĚŘÍTE POLITIKŮM A JEJICH NOVINÁŘŮM? NO KONEČNĚ! VĚŘME SAMI SOBĚ!!! - ale i s mnoha dalšími DŮVODY, proč bychom měli jít tentokrát VŠICHNI K VOLBÁM, ale - pokud nechceme být ZNOVU obelháni, podvedeni a okradeni - NEVOLIT ŽÁDNOU PARLAMENTNÍ TUNEL - STRANU vládnoucí (post) komunistické RUSKO - ČESKÉ totalitní FÍZLOKRACIE a jejich likvidační protinárodní politiku ČÍM HŮŘE, TÍM LÉPE!!! - jenž žádá o volební podporu VŠECHNY ČESKÉ OBČANY a daňové poplatníky, kteří chtějí změnit dnešní kriminální poměry, jejichž jsme všichni obětí, v jejich pravý opak! V BOJI MEZI DOBREM A ZLEM, PRAVDOU A LŽÍ, NELZE BÝT NEUTRÁLNÍ A PŘESTO ZŮSTAT SLUŠNÝ!!! Proto děkujeme za Vaši podporu!!! Nevěříte-li na pokoru u popravčí káry, zdá-li se vám naše kandidátka málo dokonalá nebo postrádáte-li na ní zástupce své obce nebo města a přitom MÁTE ODVAHU v této válce Lidí Dobra s vládnoucími Lidmi Zla povstat z jimi naordinovaného občanského bezvědomí, kterým nás ničí a dnešní DEMOKRATURU, SKRYTOU TOTALITU a OTROKÁŘSTVÍ VYŠŠÍHO ŘÁDU zásadním způsobem změnit, KANDIDUJTE ZA NÁS!!! Kontakt: Volte Pravý Blok www.cibulka.net, PO BOX 229, 11121 Praha",Volte Pravý Blok www.cibulka.net,0,0,1,098,0,98,Volte Pr.Blok www.cibulka.net,PB
611,1,Praha,28,Ivo,1001,0,1,podnikatel,Kasal,1001,CZ,JUDr.,,60,ANTIBURSÍK - STOP EKOTERORU !,,ANTIBURSÍK - STOP EKOTERORU !,0,0,1,1001,0,1001,ANTIBURSÍK - STOP EKOTERORU!,ABS
612,3,Brno,28,Martin,1001,0,2,právník,Dobčák,1001,CZ,JUDr.,,37,ANTIBURSÍK - STOP EKOTERORU !,,ANTIBURSÍK - STOP EKOTERORU !,0,0,1,1001,0,1001,ANTIBURSÍK - STOP EKOTERORU!,ABS
613,542563,Velká Buková,29,Tomáš,156,0,1,předseda DSSS,Vandas,156,CZ,Mgr.,,45,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
614,552739,Horní Suchá,29,Ota,156,0,2,olymp. vítěz a sport. trenér,Zaremba,156,CZ,,,57,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
615,2,Plzeň,29,Jiří,156,0,3,výkonný místopředseda DSSS,Štěpánek,156,CZ,Mgr.,,42,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
616,4,Ostrava,29,Václav,156,0,4,místopředseda DSSS,Komárek,156,CZ,Mgr.,,70,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
617,554961,Karlovy Vary,29,Jiří,156,0,5,místopředseda DSSS,Froněk,156,CZ,,,29,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
618,538094,Brandýs nad Labem-Stará Boleslav,29,Svatopluk,156,0,6,místopředseda DSSS,Černý,156,CZ,,,57,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
619,562882,Varnsdorf,29,Jiří,156,0,7,OSVČ,Moravec,156,CZ,,,57,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
620,3,Brno,29,Edvard,156,0,8,OSVČ,Mensa,156,CZ,JUDr.,,65,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
621,545830,Větřní,29,Otakar,156,0,9,předseda místní organiz. DSSS,Dvořák,156,CZ,Mgr.,,70,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
622,1,Praha,29,Ivana,156,0,10,sociální pracovnice,Szwachulová,156,CZ,,,51,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
623,3,Brno,29,Simona,156,0,11,studentka,Skoumalová,156,CZ,Bc.,,28,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
624,530841,Týnec nad Sázavou,29,Alena,156,0,12,předsedkyně místní organ. DSSS,Poláčková,156,CZ,,,53,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
625,555380,Nejdek,29,Tomáš,156,0,13,člen Republikového sněmu DSSS,Vejvoda,156,CZ,,,38,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
626,597520,Krnov,29,Jaroslav,156,0,14,pedagog,Chalupa,156,CZ,Mgr.,,61,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
627,579165,Dolní Lánov,29,Marcel,156,0,15,místopředseda kraj. org. DSSS,Marx,156,CZ,,,45,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
628,567027,Most,29,Jiřina,156,0,16,asistentka,Bartáková,156,CZ,,,52,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
629,587745,Puklice,29,Libor,156,0,17,živnostník,Votava,156,CZ,Ing.,,50,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
630,3,Brno,29,Jakub,156,0,18,tajemník Dělnické mládeže,Svoboda,156,CZ,,,25,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
631,535087,Neratovice,29,Milan,156,0,19,technický pracovník,Soukup,156,CZ,Mgr.,,48,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
632,6,Pardubice,29,David,156,0,20,předseda kraj. organizace DSSS,Slavík,156,CZ,,,39,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
633,539163,Davle,29,Libor,156,0,21,podnikatel,Sojka,156,CZ,,,58,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
634,4,Ostrava,29,Jiří,156,0,22,chemik,Poledno,156,CZ,,,67,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
635,532053,Kladno,29,Rudolf,156,0,23,člen Republikového sněmu DSSS,Šmucr,156,CZ,,,64,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
636,4,Ostrava,29,Iveta,156,0,24,sekretářka,Machová,156,CZ,,,40,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
637,551163,Jinín,29,Iveta,156,0,25,předsedkyně míst. organ. DSSS,Šarlejová,156,CZ,,,44,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
638,560341,Dolní Nivy,29,Vlastimil,156,0,26,soukromý zemědělec,Kříž,156,CZ,,,43,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
639,4,Ostrava,29,Jan,156,0,27,místopředseda Dělnické mládeže,Kuřec,156,CZ,,,23,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
640,593559,Rousínov,29,Jan,761,0,28,ekonom,Müller,156,CZ,Ing.,,72,Dělnická strana sociální spravedlnosti - NE diktátu Bruselu,,Koalice DSSS a SPE,0,0,2,"156,761",0,575,Koalice DSSS a SPE,Koal.DSSS a SPE
641,597473,Karlova Studánka,30,Ludvík,1010,0,1,spisovatel-novinář,Zifčák,1010,CZ,,,54,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
642,597473,Karlova Studánka,30,Štefan,1010,0,2,řidič MKD,Michalák,1010,CZ,,,47,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
643,540200,Kozlovice,30,František,1010,0,3,řidič,Cviček,1010,CZ,,,35,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
644,598143,Frýdlant nad Ostravicí,30,Kateřina,1010,0,4,živnostník,Kurečková,1010,CZ,,,24,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
645,4,Ostrava,30,Martin,1010,0,5,dělník,Šik,1010,CZ,,,36,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
646,597473,Karlova Studánka,30,Pavel,1010,0,6,finanční poradce,Soušek,1010,CZ,,,39,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
647,598003,Frýdek-Místek,30,Jana,1010,0,7,prodavačka,Bendíková,1010,CZ,,,45,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
648,586781,Žádovice,30,Augustín,1010,0,8,pracující důchodce,Michalák,1010,CZ,,,66,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
649,597473,Karlova Studánka,30,Antonie,1010,0,9,pracující důchodce,Staníková,1010,CZ,,,63,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
650,507580,Kravaře,30,Eva,1010,0,10,vlastivědný pracovník,Peterková,1010,CZ,,,65,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
651,507423,Janovice,30,Olga,1010,0,11,žena v domácnosti,Kopčánová,1010,CZ,,,29,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
652,569356,Česká Ves,30,Naděžda,1010,0,12,romská aktivistka,Dirdová,1010,CZ,,,36,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
653,598011,Baška,30,Tereza,1010,0,13,zootechnička,Pasterňáková,1010,CZ,,,23,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
654,598143,Frýdlant nad Ostravicí,30,Helena,1010,0,14,skladnice,Snášelová,1010,CZ,,,60,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
655,597520,Krnov,30,Pavel Elvis,1010,0,15,zpěvák Elvis Presley revival,Pavlevský,1010,CZ,,,44,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
656,4,Ostrava,30,Zdenka,1010,0,16,tkadlena,Cvičková,1010,CZ,,,57,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
657,597520,Krnov,30,Gabriela,1010,0,17,kuchařka,Siváková,1010,CZ,,,35,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
658,597473,Karlova Studánka,30,Jarmila,1010,0,18,prodavačka,Bršťáková,1010,CZ,,,56,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
659,512184,Metylovice,30,Milan,1010,0,19,pokrývač,Škultety,1010,CZ,,,38,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
660,597180,Bruntál,30,Jindřich,1010,0,20,kuchař,Turčín,1010,CZ,,,58,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
661,598143,Frýdlant nad Ostravicí,30,Ladislav,1010,0,21,zedník,Kurečka,1010,CZ,,,61,HNUTÍ SOCIÁLNĚ SLABÝCH,,HNUTÍ SOCIÁLNĚ SLABÝCH,0,0,1,1010,0,1010,HNUTÍ SOCIÁLNĚ SLABÝCH,HSS
662,547794,Hodonín,31,Otto,1002,0,1,podnikatel,Chaloupka,1002,CZ,,,53,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
663,537764,Sadská,31,Eva,1002,0,2,novinářka,Jurinová,99,CZ,Mgr.,,59,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
664,533165,Kolín,31,Pavel,1002,0,3,lékař a senátor Parlamentu ČR,Lebeda,99,CZ,MUDr.,,73,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
665,585068,Zlín,31,Olga,1002,0,4,olymp. medail.a trenérka lyž.,Křížová,99,CZ,PaedDr.,,51,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
666,512028,Písek,31,Miroslav,1002,0,5,senátor Parlamentu ČR,Krejča,99,CZ,Ing. Bc.,CSc.,58,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
667,581283,Blansko,31,Radka,1002,0,6,ekoložka,Sitarová,1002,CZ,Mgr.,,33,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
668,1,Praha,31,Zdeněk,1002,0,7,poradce v oblasti strat. firem,Hamouz,1002,CZ,Ing.,MBA,38,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
669,599069,Orlová,31,Jana,1002,0,8,učitelka,Drastichová,1002,CZ,Mgr.,,37,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
670,541656,Rakovník,31,Zdeněk,1002,0,9,dipl. oční optik-optometrista,Renc,1002,CZ,,,67,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
671,562971,Chomutov,31,Michaela,1002,0,10,studentka lingvist. a politol.,Schauerová,1002,CZ,Bc.,,24,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
672,581283,Blansko,31,Bohuslav,1002,0,11,živnostník,Jedinák,1002,CZ,,,43,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
673,569810,Hradec Králové,31,Kateřina,1002,0,12,manažerka sociálních služeb,Henychová,1002,CZ,Mgr.,,35,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
674,3,Brno,31,Jiří,1002,0,13,zaměst. v mezinárodní přepravě,Vítek,1002,CZ,,,49,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
675,1,Praha,31,Jan,1002,0,14,historik a publicista,Hrdina,1002,CZ,Mgr.,,33,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
676,550094,Prachatice,31,Zdeněk,1002,0,15,dělník,Gaťák,1002,CZ,,,59,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
677,595586,Hamry nad Sázavou,31,Tomáš,1002,0,16,designer,Dočkal,1002,CZ,,,36,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
678,585068,Zlín,31,Antonín,1002,0,17,živnostník,Cekota,1002,CZ,,,58,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
679,561746,Kunratice u Cvikova,31,Vojtěch,1002,0,18,manažer firmy,Kaštánek,1002,CZ,,,25,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
680,575968,Veselí,31,Michal,1002,0,19,obchodník,Kern,1002,CZ,,,32,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
681,593711,Znojmo,31,Pavel,1002,0,20,ekonom,Kaman,99,CZ,Ing.,,51,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
682,3,Brno,31,Pavel,1002,0,21,strojař,Kolář,1002,CZ,,,49,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
683,4,Ostrava,31,Radim,1002,0,22,podnikatel,Cieluch,99,CZ,,,47,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
684,596230,Nové Město na Moravě,31,Luboš,1002,0,23,podnikatel,Dostál,99,CZ,,,47,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
685,563099,Jirkov,31,Miroslav,1002,0,24,VŠ student sportovní fakulty,Potapov,1002,CZ,,,26,Republika,,Republika,0,0,1,1002,0,1002,Republika,Republika
686,1,Praha,32,Ivan,720,0,1,systémový architekt,Bartoš,720,CZ,PhDr.,Ph.D.,34,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
687,3,Brno,32,Marcel,720,0,2,odborník na svobodný software,Kolaja,720,CZ,Bc.,,33,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
688,567027,Most,32,Markéta,720,0,3,student MU-mezinár. vztahy,Gregorová,720,CZ,,,21,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
689,500496,Olomouc,32,Vojtěch,720,0,4,"tester softwaru, student UP",Pikal,720,CZ,Bc.,,27,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
690,1,Praha,32,Tomáš,720,0,5,vedoucí odd. techn. rozvoje,Tožička,177,CZ,,,47,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
691,1,Praha,32,Mikuláš,720,0,6,postgr. student fyziky Leipzig,Pexa,9992,CZ,Mgr.,,27,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
692,590266,Třebíč,32,Filip,720,0,7,inženýr údržby sv. software,Krška,720,CZ,Mgr.,,37,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
693,1,Praha,32,Michael,720,0,8,"vývojář softw.,int.poskytovat.",Polák,720,CZ,,,40,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
694,6,Pardubice,32,Mikuláš,720,0,9,"protikorupční aktivista,lektor",Ferjenčík,720,CZ,,,27,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
695,1,Praha,32,Viktor,720,0,10,manažer nár.výzkumu int.návšť.,Mahrik,720,CZ,,,32,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
696,586102,Čejkovice,32,Mária,720,0,11,terapeut EFT,Vašíčková,720,SK,,,49,Česká pirátská strana,,Česká pirátská strana,0,0,1,720,0,720,Česká pirátská strana,Piráti
